Sample	cat16-27.trees	cat16-27.sequence04_sequence09_sequence10	cat16-27.sequence05_sequence04_sequence14_sequence02_sequence09_sequence10	cat16-27.sequence05_sequence04_sequence16_sequence02_sequence09_sequence10	cat16-27.sequence01_sequence07_sequence03_sequence08	cat16-27.sequence01_sequence07_sequence11_sequence12_sequence13_sequence03_sequence06_sequence08_sequence15	cat16-27.sequence14_sequence16	cat16-27.sequence01_sequence07_sequence12_sequence03_sequence06	
2294	28.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	
2295	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2296	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2297	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2298	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2299	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2300	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2301	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2302	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2303	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2304	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2305	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2306	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2307	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2308	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2309	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2310	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2311	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2312	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2313	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2314	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2315	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2316	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2317	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2318	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2319	28.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	
2320	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2321	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2322	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2323	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2324	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2325	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2326	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2327	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2328	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2329	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2330	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2331	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2332	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2333	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2334	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2335	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2336	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2337	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2338	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2339	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2340	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2341	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2342	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2343	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2344	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2345	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2346	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2347	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2348	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2349	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2350	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2351	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2352	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2353	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2354	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2355	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2356	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2357	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2358	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2359	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2360	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2361	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2362	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2363	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2364	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2365	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2366	26.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
2367	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2368	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2369	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2370	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2371	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2372	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2373	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2374	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2375	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2376	26.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
2377	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2378	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2379	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2380	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2381	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2382	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2383	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2384	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2385	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2386	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2387	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2388	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2389	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2390	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2391	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2392	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2393	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2394	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2395	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2396	26.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
2397	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2398	26.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
2399	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2400	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2401	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2402	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2403	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2404	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2405	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2406	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2407	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2408	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2409	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2410	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2411	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2412	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2413	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2414	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2415	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2416	26.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	
2417	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2418	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2419	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2420	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2421	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2422	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2423	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2424	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2425	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2426	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2427	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2428	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2429	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2430	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2431	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2432	26.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
2433	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2434	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2435	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2436	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2437	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2438	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2439	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2440	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2441	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2442	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2443	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2444	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2445	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2446	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2447	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2448	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2449	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2450	28.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	
2451	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2452	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2453	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2454	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2455	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2456	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2457	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2458	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2459	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2460	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2461	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2462	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2463	26.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	
2464	26.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
2465	28.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	
2466	26.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
2467	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2468	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2469	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2470	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2471	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2472	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2473	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2474	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2475	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2476	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2477	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2478	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2479	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2480	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2481	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2482	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2483	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2484	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2485	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2486	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2487	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2488	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2489	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2490	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2491	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2492	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2493	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2494	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2495	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2496	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2497	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2498	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2499	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2500	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2501	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2502	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2503	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2504	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2505	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2506	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2507	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2508	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2509	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2510	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2511	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2512	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2513	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2514	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2515	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2516	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2517	26.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
2518	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2519	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2520	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2521	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2522	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2523	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2524	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2525	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2526	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2527	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2528	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2529	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2530	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2531	28.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	
2532	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2533	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2534	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2535	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2536	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2537	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2538	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2539	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2540	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2541	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2542	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2543	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2544	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2545	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2546	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2547	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2548	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2549	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2550	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2551	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2552	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2553	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2554	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2555	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2556	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2557	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2558	26.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	
2559	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2560	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2561	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2562	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2563	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2564	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2565	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2566	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2567	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2568	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2569	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2570	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2571	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2572	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2573	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2574	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2575	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2576	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2577	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2578	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2579	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2580	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2581	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2582	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2583	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2584	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2585	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2586	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2587	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2588	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2589	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2590	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2591	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2592	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2593	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2594	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2595	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2596	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2597	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2598	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2599	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2600	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2601	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2602	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2603	26.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
2604	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2605	26.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
2606	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2607	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2608	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2609	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2610	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2611	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2612	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2613	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2614	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2615	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2616	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2617	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2618	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2619	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2620	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2621	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2622	26.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
2623	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2624	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2625	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2626	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2627	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2628	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2629	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2630	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2631	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2632	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2633	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2634	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	
2635	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2636	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2637	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2638	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2639	26.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	
2640	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2641	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2642	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2643	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2644	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2645	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2646	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2647	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2648	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2649	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2650	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2651	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2652	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2653	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2654	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2655	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2656	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2657	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2658	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2659	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2660	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2661	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2662	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2663	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2664	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2665	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2666	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
2667	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2668	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2669	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2670	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2671	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2672	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2673	28.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
2674	28.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2675	30.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	
